topic,length_chars,length_words,quality_score,sentiment,source_detail,plagiarism_score,notes,text_cleaned,text_cleaned_lower,ai_pattern_count,text_cleaned_lem,creation_year,creation_month,creation_dayofweek,label_encoded,avg_word_length,lexical_diversity,punctuation_density,exclamation_count,question_count,hedge_words_count,intensifier_count,first_person_count,sentence_count,type_token_ratio,avg_sentence_length,readability_score,grade_level,entity_density,person_entity_count,org_entity_count,location_entity_count,total_entities,passive_voice_ratio,unique_bigram_ratio,sentence_length_variability,contraction_density,leakage_flag
Education,128,23.0,3.39,0.51,Author_99,0.232,personal_tone,"education, I believe users report a mixed set of outcomes. I would love to hear others thoughts on this.","education, i believe users report a mixed set of outcomes. i would love to hear others thoughts on this.",0,"education , believe user report mixed set outcome . love hear thought .",2024,6,6,0,4.526315789473684,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0.0,2.0,2.0,0.9473684210526315,11.5,76.97144736842105,4.883421052631579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,False
Travel,168,22.0,2.66,0.51,Author_97,0.191,no_tone,My personal opinion on travel is that it improves efficiency significantly. the community response has been overwhelmingly positive it improves efficiency significantly,my personal opinion on travel is that it improves efficiency significantly. the community response has been overwhelmingly positive it improves efficiency significantly,1,personal opinion travel improve efficiency significantly . community response overwhelmingly positive improve efficiency significantly,2023,8,5,0,6.681818181818182,0.8636363636363636,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.8636363636363636,11.0,0.0,17.12727272727273,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.9047619047619048,0.0,0.0,False
Entertainment,90,10.0,2.6,0.76,Claude-2,0.028,no_tone,Researchstyle summary on entertainment suggests adoption increases with better education.,researchstyle summary on entertainment suggests adoption increases with better education.,0,researchstyle summary entertainment suggest adoption increase well education .,2024,8,3,1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,18.990000000000006,0.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,True
Education,84,12.0,3.81,-0.34,Gpt-4O-Mini,0.117,no_tone,A concise overview of education costs can vary greatly depending on implementation.,a concise overview of education costs can vary greatly depending on implementation.,0,concise overview education cost vary greatly depend implementation .,2024,1,4,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,11.355000000000018,14.656666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Food,198,30.5,4.82,0.51,Llama-3-Small,0.083,no_tone,food is associated with there are tradeoffs to consider. I would love to hear others thoughts on this. there are tradeoffs to consider users report a mixed set of outcomes,food is associated with there are tradeoffs to consider. i would love to hear others thoughts on this. there are tradeoffs to consider users report a mixed set of outcomes,1,food associate tradeoff consider . love hear thought . tradeoff consider user report mixed set outcome,2024,6,2,1,4.733333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8333333333333334,10.166666666666666,72.60500000000002,5.616666666666664,0.0,0.0,0.0,0.0,0.0,0.1,0.896551724137931,1.4142135623730951,0.0,False
Lifestyle,119,16.0,4.54,0.78,Bloomz-7B,0.086,no_tone,lifestyle shows the results are promising but preliminary. Further investigation is warranted.,lifestyle shows the results are promising but preliminary. further investigation is warranted.,1,lifestyle show result promise preliminary . investigation warrant .,2023,2,0,1,6.916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,10.39500000000001,13.3,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,2.0,0.0,False
Food,65,12.0,4.24,0.14,Llama-3-Small,0.049,no_tone,A concise overview of food users report a mixed set of outcomes.,a concise overview of food users report a mixed set of outcomes.,0,concise overview food user report mixed set outcome .,2024,8,0,1,4.416666666666667,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,12.0,67.75500000000001,6.790000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Finance,139,20.0,1.72,0.38,Author_74,0.269,no_tone,", finance often leads to the community response has been overwhelmingly positive. Implementation details matter a lot here.",", finance often leads to the community response has been overwhelmingly positive. implementation details matter a lot here.",1,", finance lead community response overwhelmingly positive . implementation detail matter lot .",2023,1,4,0,5.888888888888889,1.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,2.0,1.0,10.0,24.031029411764735,12.019117647058824,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,3.0,0.0,True
Food,85,11.0,2.75,-0.06,Llama-3-Small,0.028,no_tone,food and highlights that it improves efficiency significantly.,food and highlights that it improves efficiency significantly.,1,food highlight improve efficiency significantly .,2025,6,6,1,6.875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,18.940000000000026,12.605000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,109,16.0,3.95,0.03,Author_1,0.097,personal_tone,science in my daytoday life and found that adoption increases with better education.,science in my daytoday life and found that adoption increases with better education.,0,science daytoday life find adoption increase well education .,2024,4,3,0,5.538461538461538,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,37.455384615384645,11.264615384615386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Technology,82,11.0,2.75,0.06,Author_12,0.307,personal_tone,"technology, I believe it improves efficiency significantly.","technology, i believe it improves efficiency significantly.",0,"technology , believe improve efficiency significantly .",2024,9,5,0,7.571428571428571,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,19.16857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Entertainment,159,20.0,4.99,-0.49,Llama-3-Small,0.04,no_tone,entertainment and highlights that costs can vary greatly depending on implementation. will shape future developments.,entertainment and highlights that costs can vary greatly depending on implementation. will shape future developments.,1,entertainment highlight cost vary greatly depend implementation . shape future development .,2023,8,0,1,6.866666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,24.382499999999993,11.721666666666671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,True
Food,99,15.0,3.01,0.49,Author_83,0.232,personal_tone,"After trying several approaches related to food, I noticed privacy concerns remain a top challenge.","after trying several approaches related to food, i noticed privacy concerns remain a top challenge.",0,"try approach relate food , notice privacy concern remain challenge .",2024,5,2,0,5.666666666666667,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,33.690000000000026,12.286666666666669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Food,111,18.0,2.83,0.63,Author_74,0.155,personal_tone,food in my daytoday life and found that it requires more data for conclusive evidence.,food in my daytoday life and found that it requires more data for conclusive evidence.,0,food daytoday life find require datum conclusive evidence .,2023,3,2,0,4.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,56.25000000000003,9.140000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,88,12.0,4.99,0.16,Gpt-5-Base,0.129,no_tone,Researchstyle summary on lifestyle suggests it can be optimized with simple heuristics.,researchstyle summary on lifestyle suggests it can be optimized with simple heuristics.,0,researchstyle summary lifestyle suggest optimize simple heuristic .,2023,4,1,1,6.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,32.504999999999995,11.706666666666667,0.08333333333333333,1.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,0.0,False
Travel,173,26.0,4.9,0.42,Llama-3-Small,0.138,no_tone,Researchstyle summary on travel suggests users report a mixed set of outcomes. it can be optimized with simple heuristics costs can vary greatly depending on implementation,researchstyle summary on travel suggests users report a mixed set of outcomes. it can be optimized with simple heuristics costs can vary greatly depending on implementation,0,researchstyle summary travel suggest user report mixed set outcome . optimize simple heuristic cost vary greatly depend implementation,2023,2,6,1,5.653846153846154,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9230769230769231,13.0,37.455384615384645,11.264615384615386,0.038461538461538464,1.0,0.0,0.0,1.0,0.038461538461538464,1.0,1.0,0.0,False
Education,74,11.0,4.75,0.07,Gpt-4O-Mini,0.1,no_tone,education shows there are tradeoffs to consider.,education shows there are tradeoffs to consider.,1,education show tradeoff consider .,2023,3,4,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,42.61571428571432,9.054285714285715,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,False
Entertainment,81,12.0,3.87,0.41,Author_51,0.128,personal_tone,"entertainment, I believe there are tradeoffs to consider.","entertainment, i believe there are tradeoffs to consider.",0,"entertainment , believe tradeoff consider .",2024,2,6,0,6.25,1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,40.09,9.655000000000001,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,True
Travel,100,16.0,3.71,0.62,Author_28,0.269,personal_tone,travel in my daytoday life and found that there are tradeoffs to consider.,travel in my daytoday life and found that there are tradeoffs to consider.,0,travel daytoday life find tradeoff consider .,2024,8,3,0,4.769230769230769,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,69.99384615384618,6.726153846153846,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,False
Technology,191,27.0,3.27,0.34,Author_52,0.148,personal_tone,technology in my daytoday life and found that adoption increases with better education. Further investigation is warranted. it can be optimized with simple heuristics,technology in my daytoday life and found that adoption increases with better education. further investigation is warranted. it can be optimized with simple heuristics,0,technology daytoday life find adoption increase well education . investigation warrant . optimize simple heuristic,2024,5,1,0,5.958333333333333,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9583333333333334,9.0,25.990000000000038,11.621666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,3.7416573867739413,0.0,False
Health,75,14.0,2.22,0.12,Author_90,0.153,no_tone,My personal opinion on health is that users report a mixed set of outcomes.,my personal opinion on health is that users report a mixed set of outcomes.,0,personal opinion health user report mixed set outcome .,2024,5,3,0,4.428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,65.72500000000001,7.570000000000004,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,False
Entertainment,155,22.0,3.8,0.21,Author_47,0.066,no_tone,My personal opinion on entertainment is that there are tradeoffs to consider. privacy concerns remain a top challenge it improves efficiency significantly,my personal opinion on entertainment is that there are tradeoffs to consider. privacy concerns remain a top challenge it improves efficiency significantly,0,personal opinion entertainment tradeoff consider . privacy concern remain challenge improve efficiency significantly,2024,2,2,0,6.045454545454546,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,11.0,22.624545454545483,12.836363636363636,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,1.0,0.0,True
Food,209,30.5,4.38,-0.44,Author_59,0.222,no_tone,", food often leads to privacy concerns remain a top challenge. costs can vary greatly depending on implementation it improves efficiency significantly it can be optimized with simple heuristics",", food often leads to privacy concerns remain a top challenge. costs can vary greatly depending on implementation it improves efficiency significantly it can be optimized with simple heuristics",0,", food lead privacy concern remain challenge . cost vary greatly depend implementation improve efficiency significantly optimize simple heuristic",2025,9,2,0,5.689655172413793,0.9310344827586207,0.034482758620689655,0.0,0.0,1.0,1.0,0.0,2.0,0.9310344827586207,15.25,26.446428571428584,13.048571428571432,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,1.0,3.5,0.0,True
Travel,140,18.0,3.69,-0.59,Gpt-4O-Mini,0.09,no_tone,Researchstyle summary on travel suggests the community response has been overwhelmingly positive. Implementation details matter a lot here.,researchstyle summary on travel suggests the community response has been overwhelmingly positive. implementation details matter a lot here.,1,researchstyle summary travel suggest community response overwhelmingly positive . implementation detail matter lot .,2024,3,5,1,6.777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,9.700000000000017,14.142222222222227,0.05555555555555555,1.0,0.0,0.0,1.0,0.05555555555555555,1.0,3.0,0.0,True
Education,73,11.0,3.21,0.01,Gpt-4O-Mini,0.014,no_tone,A concise overview of education privacy concerns remain a top challenge.,a concise overview of education privacy concerns remain a top challenge.,0,concise overview education privacy concern remain challenge .,2023,11,6,1,5.636363636363637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,26.470000000000027,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Science,137,19.0,3.8,-0.38,Claude-2,0.021,no_tone,science and highlights that it improves efficiency significantly. This could change as new data becomes available.,science and highlights that it improves efficiency significantly. this could change as new data becomes available.,1,science highlight improve efficiency significantly . change new datum available .,2025,7,3,1,6.1875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,9.5,34.80250000000001,10.392500000000002,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,True
Health,84,11.0,4.9,0.86,Gpt-5-Base,0.014,no_tone,Researchstyle summary on health suggests the results are promising but preliminary.,researchstyle summary on health suggests the results are promising but preliminary.,0,researchstyle summary health suggest result promise preliminary .,2023,5,4,1,6.636363636363637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,18.77909090909094,13.372727272727271,0.09090909090909091,1.0,0.0,0.0,1.0,0.09090909090909091,1.0,0.0,0.0,False
Education,206,28.0,4.16,0.69,Claude-2,0.07,no_tone,education is associated with the results are promising but preliminary. users report a mixed set of outcomes it improves efficiency significantly it improves efficiency significantly,education is associated with the results are promising but preliminary. users report a mixed set of outcomes it improves efficiency significantly it improves efficiency significantly,1,education associate result promising preliminary . user report mixed set outcome improve efficiency significantly improve efficiency significantly,2023,11,3,1,6.32,0.84,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.84,14.0,0.0,16.661000000000005,0.0,0.0,0.0,0.0,0.0,0.08,0.875,2.5,0.0,False
Food,263,30.5,2.2,-0.17,Author_86,0.27,personal_tone,food in my daytoday life and found that the community response has been overwhelmingly positive. This could change as new data becomes available. the results are promising but preliminary costs can vary greatly depending on implementation,food in my daytoday life and found that the community response has been overwhelmingly positive. this could change as new data becomes available. the results are promising but preliminary costs can vary greatly depending on implementation,1,food daytoday life find community response overwhelmingly positive . change new datum available . result promise preliminary cost vary greatly depend implementation,2024,6,5,0,5.638888888888889,0.9722222222222222,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.9722222222222222,10.166666666666666,34.85500000000002,11.378888888888891,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,2.943920288775949,0.0,True
Finance,72,12.0,4.04,-0.25,Author_44,0.173,no_tone,My personal opinion on finance is that there are tradeoffs to consider.,my personal opinion on finance is that there are tradeoffs to consider.,0,personal opinion finance tradeoff consider .,2023,6,6,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,53.655,8.756666666666668,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,False
Technology,122,18.0,4.4,0.65,Author_23,0.191,personal_tone,technology in my daytoday life and found that costs can vary greatly depending on implementation.,technology in my daytoday life and found that costs can vary greatly depending on implementation.,0,technology daytoday life find cost vary greatly depend implementation .,2023,9,2,0,5.533333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,33.690000000000026,12.286666666666669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Travel,84,14.0,4.41,-0.11,Author_26,0.082,no_tone,My personal opinion on travel is that it requires more data for conclusive evidence.,my personal opinion on travel is that it requires more data for conclusive evidence.,0,personal opinion travel require datum conclusive evidence .,2024,4,0,0,5.071428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,35.5107142857143,11.784285714285716,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,False
